ACCOUNT_ID,ACCOUNT_NAME,COUNTRY,CREATED_AT,STATUS
ACC-00140,Company 140,DE,2023-11-09 00:00:00.000,active
ACC-00141,Company 141,FR,2022-07-18 00:00:00.000,trial
ACC-00142,Company 142,AU,2023-08-23 00:00:00.000,active
ACC-00143,Company 143,AU,2022-02-05 00:00:00.000,active
ACC-00144,Company 144,FR,2023-07-08 00:00:00.000,cancelled
ACC-00145,Company 145,AU,2022-05-22 00:00:00.000,active
ACC-00146,Company 146,AU,2023-03-01 00:00:00.000,active
ACC-00147,Company 147,GB,2023-07-06 00:00:00.000,active
ACC-00148,Company 148,AU,2023-10-24 00:00:00.000,trial
ACC-00149,Company 149,FR,2023-09-20 00:00:00.000,active
ACC-00151,Company 151,US,2022-01-03 00:00:00.000,cancelled
ACC-00152,Company 152,US,2023-05-31 00:00:00.000,active
ACC-00153,Company 153,AU,2022-04-21 00:00:00.000,active
ACC-00154,Company 154,GB,2022-02-03 00:00:00.000,trial
ACC-00155,Company 155,FR,2022-12-25 00:00:00.000,active
ACC-00156,Company 156,US,2022-05-30 00:00:00.000,active
ACC-00157,Company 157,AU,2022-08-18 00:00:00.000,trial
ACC-00158,Company 158,US,2023-01-22 00:00:00.000,active
ACC-00159,Company 159,AU,2023-08-02 00:00:00.000,active
ACC-00160,Company 160,AU,2023-04-26 00:00:00.000,active
ACC-00161,Company 161,FR,2023-07-25 00:00:00.000,active
ACC-00162,Company 162,US,2022-03-31 00:00:00.000,cancelled
ACC-00163,Company 163,AU,2022-03-16 00:00:00.000,active
ACC-00164,Company 164,GB,2023-07-23 00:00:00.000,active
ACC-00165,Company 165,DE,2023-09-22 00:00:00.000,active
ACC-00166,Company 166,US,2023-01-24 00:00:00.000,active
ACC-00167,Company 167,GB,2022-07-19 00:00:00.000,active
ACC-00168,Company 168,FR,2022-09-08 00:00:00.000,active
ACC-00169,Company 169,AU,2022-07-17 00:00:00.000,active
ACC-00170,Company 170,FR,2023-10-02 00:00:00.000,active
ACC-00171,Company 171,GB,2022-12-04 00:00:00.000,active
ACC-00172,Company 172,AU,2023-02-02 00:00:00.000,active
ACC-00173,Company 173,FR,2022-04-02 00:00:00.000,active
ACC-00174,Company 174,DE,2023-06-03 00:00:00.000,active
ACC-00175,Company 175,AU,2023-07-08 00:00:00.000,active
ACC-00176,Company 176,AU,2023-09-15 00:00:00.000,active
ACC-00177,Company 177,GB,2022-05-15 00:00:00.000,active
ACC-00178,Company 178,GB,2022-01-04 00:00:00.000,active
ACC-00179,Company 179,AU,2022-12-18 00:00:00.000,active
ACC-00180,Company 180,DE,2022-07-01 00:00:00.000,active
ACC-00181,Company 181,GB,2022-10-09 00:00:00.000,active
ACC-00182,Company 182,AU,2022-03-19 00:00:00.000,cancelled
ACC-00183,Company 183,FR,2022-09-21 00:00:00.000,trial
ACC-00184,Company 184,GB,2023-06-15 00:00:00.000,active
ACC-00185,Company 185,AU,2023-02-25 00:00:00.000,active
ACC-00186,Company 186,FR,2023-01-31 00:00:00.000,active
ACC-00187,Company 187,DE,2022-08-03 00:00:00.000,active
ACC-00188,Company 188,FR,2023-11-16 00:00:00.000,active
ACC-00189,Company 189,US,2023-05-15 00:00:00.000,active
ACC-00190,Company 190,DE,2023-08-24 00:00:00.000,active
ACC-00191,Company 191,DE,2023-10-11 00:00:00.000,active
ACC-00192,Company 192,AU,2022-09-18 00:00:00.000,active
ACC-00193,Company 193,AU,2022-06-19 00:00:00.000,trial
ACC-00194,Company 194,AU,2023-06-10 00:00:00.000,active
ACC-00195,Company 195,AU,2023-02-25 00:00:00.000,trial
ACC-00196,Company 196,AU,2022-05-31 00:00:00.000,active
ACC-00197,Company 197,FR,2022-01-20 00:00:00.000,active
ACC-00198,Company 198,US,2023-01-30 00:00:00.000,active
ACC-00199,Company 199,DE,2023-01-23 00:00:00.000,active
ACC-00042,Company 42,AU,2023-09-10 00:00:00.000,active
ACC-00087,Company 87,US,2023-12-16 00:00:00.000,active
ACC-00150,Company 150,AU,2022-03-08 00:00:00.000,active
ACC-00200,Company 200,DE,2022-10-30 00:00:00.000,active
ACC-00201,Company 201,DE,2023-09-04 00:00:00.000,active
ACC-00202,Company 202,GB,2023-11-06 00:00:00.000,active
ACC-00203,Company 203,DE,2023-10-30 00:00:00.000,active
ACC-00204,Company 204,AU,2023-01-21 00:00:00.000,active
ACC-00205,Company 205,FR,2023-01-25 00:00:00.000,cancelled
ACC-00206,Company 206,AU,2023-08-21 00:00:00.000,active
ACC-00207,Company 207,DE,2022-11-26 00:00:00.000,active
ACC-00208,Company 208,US,2023-02-02 00:00:00.000,active
ACC-00209,Company 209,DE,2023-03-28 00:00:00.000,active
ACC-00210,Company 210,FR,2023-04-03 00:00:00.000,cancelled
ACC-00211,Company 211,US,2023-04-06 00:00:00.000,active
ACC-00212,Company 212,AU,2023-10-09 00:00:00.000,active
ACC-00213,Company 213,FR,2022-08-26 00:00:00.000,trial
ACC-00214,Company 214,DE,2022-12-22 00:00:00.000,active
ACC-00215,Company 215,DE,2023-02-11 00:00:00.000,active
ACC-00216,Company 216,AU,2022-05-13 00:00:00.000,active
ACC-00217,Company 217,GB,2023-11-22 00:00:00.000,active
ACC-00218,Company 218,DE,2023-12-06 00:00:00.000,active
ACC-00219,Company 219,GB,2022-11-12 00:00:00.000,active
ACC-00220,Company 220,AU,2023-02-06 00:00:00.000,active
ACC-00221,Company 221,GB,2022-11-12 00:00:00.000,active
ACC-00222,Company 222,GB,2022-05-27 00:00:00.000,active
ACC-00223,Company 223,US,2022-02-16 00:00:00.000,active
ACC-00224,Company 224,FR,2022-08-10 00:00:00.000,active
ACC-00225,Company 225,FR,2022-04-28 00:00:00.000,trial
ACC-00226,Company 226,FR,2022-12-05 00:00:00.000,cancelled
ACC-00227,Company 227,US,2022-09-03 00:00:00.000,active
ACC-00228,Company 228,DE,2023-08-26 00:00:00.000,trial
ACC-00229,Company 229,FR,2022-07-15 00:00:00.000,active
ACC-00230,Company 230,US,2022-09-09 00:00:00.000,active
ACC-00231,Company 231,FR,2023-12-30 00:00:00.000,active
ACC-00232,Company 232,AU,2022-12-05 00:00:00.000,active
ACC-00233,Company 233,DE,2023-09-06 00:00:00.000,trial
ACC-00234,Company 234,GB,2023-12-08 00:00:00.000,active
ACC-00235,Company 235,AU,2022-04-15 00:00:00.000,active
ACC-00236,Company 236,AU,2022-09-07 00:00:00.000,active
ACC-00237,Company 237,GB,2022-04-07 00:00:00.000,active
ACC-00238,Company 238,AU,2022-03-01 00:00:00.000,cancelled
ACC-00239,Company 239,US,2022-01-10 00:00:00.000,active
ACC-00240,Company 240,AU,2022-10-10 00:00:00.000,active
ACC-00241,Company 241,DE,2022-04-13 00:00:00.000,active
ACC-00242,Company 242,DE,2022-04-04 00:00:00.000,active
ACC-00243,Company 243,US,2022-03-19 00:00:00.000,active
ACC-00244,Company 244,AU,2023-05-25 00:00:00.000,active
ACC-00245,Company 245,AU,2022-04-10 00:00:00.000,active
ACC-00246,Company 246,AU,2023-08-08 00:00:00.000,active
ACC-00247,Company 247,AU,2022-07-29 00:00:00.000,active
ACC-00248,Company 248,GB,2022-05-04 00:00:00.000,trial
ACC-00249,Company 249,US,2023-12-12 00:00:00.000,active
ACC-00250,Company 250,GB,2022-03-20 00:00:00.000,active
ACC-00251,Company 251,GB,2022-10-03 00:00:00.000,cancelled
ACC-00252,Company 252,FR,2023-05-06 00:00:00.000,active
ACC-00253,Company 253,AU,2022-06-24 00:00:00.000,active
ACC-00254,Company 254,DE,2023-08-08 00:00:00.000,active
ACC-00255,Company 255,AU,2023-11-10 00:00:00.000,active
ACC-00256,Company 256,GB,2022-11-24 00:00:00.000,active
ACC-00257,Company 257,AU,2023-03-30 00:00:00.000,cancelled
ACC-00258,Company 258,GB,2023-05-07 00:00:00.000,active
ACC-00259,Company 259,AU,2023-12-29 00:00:00.000,active
ACC-00260,Company 260,DE,2023-06-16 00:00:00.000,active
ACC-00261,Company 261,AU,2022-08-04 00:00:00.000,active
ACC-00262,Company 262,AU,2022-01-27 00:00:00.000,active
ACC-00263,Company 263,AU,2023-05-26 00:00:00.000,active
ACC-00264,Company 264,GB,2022-07-13 00:00:00.000,active
ACC-00265,Company 265,DE,2022-02-08 00:00:00.000,active
ACC-00266,Company 266,US,2022-09-25 00:00:00.000,active
ACC-00267,Company 267,GB,2022-05-09 00:00:00.000,active
ACC-00268,Company 268,AU,2022-01-20 00:00:00.000,active
ACC-00269,Company 269,FR,2023-08-30 00:00:00.000,cancelled
ACC-00270,Company 270,US,2022-10-31 00:00:00.000,active
ACC-00271,Company 271,FR,2022-06-15 00:00:00.000,active
ACC-00272,Company 272,AU,2023-07-01 00:00:00.000,active
ACC-00273,Company 273,US,2023-09-17 00:00:00.000,active
ACC-00274,Company 274,AU,2022-07-22 00:00:00.000,active
ACC-00275,Company 275,US,2022-05-25 00:00:00.000,active
ACC-00276,Company 276,US,2023-05-30 00:00:00.000,active
ACC-00277,Company 277,AU,2023-12-20 00:00:00.000,active
ACC-00278,Company 278,GB,2023-07-11 00:00:00.000,active
ACC-00279,Company 279,US,2023-02-28 00:00:00.000,cancelled
ACC-00280,Company 280,AU,2023-01-09 00:00:00.000,active
ACC-00281,Company 281,DE,2022-08-23 00:00:00.000,active
ACC-00282,Company 282,AU,2022-06-06 00:00:00.000,active
ACC-00283,Company 283,AU,2022-02-06 00:00:00.000,trial
ACC-00284,Company 284,US,2022-03-13 00:00:00.000,active
ACC-00285,Company 285,FR,2022-08-02 00:00:00.000,active
ACC-00286,Company 286,AU,2023-10-12 00:00:00.000,active
ACC-00287,Company 287,AU,2023-05-17 00:00:00.000,active
ACC-00288,Company 288,FR,2022-10-07 00:00:00.000,trial
ACC-00289,Company 289,DE,2023-02-28 00:00:00.000,active
ACC-00290,Company 290,GB,2022-02-17 00:00:00.000,active
ACC-00291,Company 291,FR,2023-07-16 00:00:00.000,active
ACC-00292,Company 292,AU,2022-12-21 00:00:00.000,cancelled
ACC-00293,Company 293,US,2023-01-27 00:00:00.000,active
ACC-00294,Company 294,GB,2023-07-26 00:00:00.000,cancelled
ACC-00295,Company 295,US,2022-12-23 00:00:00.000,active
ACC-00296,Company 296,AU,2023-05-31 00:00:00.000,active
ACC-00297,Company 297,GB,2023-11-24 00:00:00.000,active
ACC-00298,Company 298,AU,2022-01-12 00:00:00.000,active
ACC-00299,Company 299,US,2023-05-12 00:00:00.000,active
ACC-00300,Company 300,GB,2022-06-17 00:00:00.000,active
ACC-00301,Company 301,GB,2023-12-05 00:00:00.000,active
ACC-00302,Company 302,GB,2022-03-10 00:00:00.000,trial
ACC-00303,Company 303,DE,2023-09-15 00:00:00.000,active
ACC-00304,Company 304,US,2022-04-27 00:00:00.000,active
ACC-00305,Company 305,GB,2022-06-28 00:00:00.000,active
ACC-00306,Company 306,GB,2023-11-29 00:00:00.000,active
ACC-00307,Company 307,DE,2022-12-08 00:00:00.000,active
ACC-00308,Company 308,GB,2023-09-17 00:00:00.000,cancelled
ACC-00309,Company 309,AU,2022-08-16 00:00:00.000,active
ACC-00310,Company 310,US,2023-04-19 00:00:00.000,trial
ACC-00311,Company 311,DE,2022-10-04 00:00:00.000,active
ACC-00312,Company 312,AU,2022-06-22 00:00:00.000,active
ACC-00313,Company 313,AU,2022-06-27 00:00:00.000,active
ACC-00314,Company 314,US,2022-04-06 00:00:00.000,active
ACC-00315,Company 315,AU,2023-06-14 00:00:00.000,active
ACC-00316,Company 316,GB,2023-03-03 00:00:00.000,active
ACC-00317,Company 317,US,2022-05-27 00:00:00.000,active
ACC-00318,Company 318,AU,2022-07-16 00:00:00.000,trial
ACC-00319,Company 319,GB,2023-07-24 00:00:00.000,trial
ACC-00320,Company 320,FR,2022-02-28 00:00:00.000,active
ACC-00321,Company 321,US,2022-03-03 00:00:00.000,active
ACC-00322,Company 322,DE,2023-04-08 00:00:00.000,active
ACC-00323,Company 323,DE,2022-07-29 00:00:00.000,active
ACC-00324,Company 324,GB,2023-08-19 00:00:00.000,trial
ACC-00325,Company 325,US,2022-03-22 00:00:00.000,active
ACC-00326,Company 326,GB,2023-09-05 00:00:00.000,active
ACC-00327,Company 327,US,2022-10-29 00:00:00.000,active
ACC-00328,Company 328,GB,2022-08-14 00:00:00.000,active
ACC-00329,Company 329,AU,2022-03-20 00:00:00.000,active
ACC-00330,Company 330,US,2022-05-19 00:00:00.000,trial
ACC-00331,Company 331,GB,2022-12-22 00:00:00.000,active
ACC-00332,Company 332,US,2022-03-18 00:00:00.000,active
ACC-00333,Company 333,AU,2022-12-01 00:00:00.000,active
ACC-00334,Company 334,AU,2023-05-21 00:00:00.000,active
ACC-00335,Company 335,GB,2023-11-04 00:00:00.000,active
ACC-00336,Company 336,AU,2022-08-09 00:00:00.000,active
ACC-00337,Company 337,US,2023-02-15 00:00:00.000,active
ACC-00338,Company 338,AU,2023-05-30 00:00:00.000,trial
ACC-00339,Company 339,US,2023-04-20 00:00:00.000,active
ACC-00340,Company 340,DE,2022-12-16 00:00:00.000,active
ACC-00341,Company 341,DE,2023-05-09 00:00:00.000,active
ACC-00342,Company 342,AU,2023-09-14 00:00:00.000,active
ACC-00343,Company 343,AU,2023-05-01 00:00:00.000,active
ACC-00344,Company 344,GB,2022-02-03 00:00:00.000,active
ACC-00345,Company 345,AU,2022-10-14 00:00:00.000,active
ACC-00346,Company 346,GB,2023-09-06 00:00:00.000,active
ACC-00347,Company 347,DE,2022-04-19 00:00:00.000,active
ACC-00348,Company 348,DE,2022-02-17 00:00:00.000,active
ACC-00349,Company 349,AU,2022-11-04 00:00:00.000,active
ACC-00350,Company 350,US,2023-05-01 00:00:00.000,cancelled
ACC-00351,Company 351,FR,2022-09-06 00:00:00.000,active
ACC-00352,Company 352,AU,2022-06-05 00:00:00.000,cancelled
ACC-00353,Company 353,FR,2022-09-14 00:00:00.000,active
ACC-00354,Company 354,AU,2023-04-02 00:00:00.000,cancelled
ACC-00355,Company 355,AU,2022-04-08 00:00:00.000,active
ACC-00356,Company 356,GB,2022-01-25 00:00:00.000,active
ACC-00357,Company 357,AU,2022-08-06 00:00:00.000,active
ACC-00358,Company 358,US,2022-07-21 00:00:00.000,trial
ACC-00359,Company 359,DE,2023-12-02 00:00:00.000,active
ACC-00360,Company 360,AU,2022-02-15 00:00:00.000,active
ACC-00361,Company 361,GB,2022-12-22 00:00:00.000,active
ACC-00362,Company 362,US,2023-07-29 00:00:00.000,active
ACC-00363,Company 363,GB,2022-06-29 00:00:00.000,active
ACC-00364,Company 364,US,2022-01-09 00:00:00.000,active
ACC-00365,Company 365,AU,2022-01-11 00:00:00.000,active
ACC-00366,Company 366,GB,2023-10-24 00:00:00.000,active
ACC-00367,Company 367,AU,2022-12-16 00:00:00.000,active
ACC-00368,Company 368,FR,2023-08-02 00:00:00.000,trial
ACC-00369,Company 369,US,2023-05-27 00:00:00.000,active
ACC-00370,Company 370,AU,2022-06-19 00:00:00.000,active
ACC-00371,Company 371,FR,2022-11-19 00:00:00.000,active
ACC-00372,Company 372,DE,2023-02-10 00:00:00.000,active
ACC-00373,Company 373,US,2023-09-06 00:00:00.000,active
ACC-00374,Company 374,AU,2022-03-04 00:00:00.000,active
ACC-00375,Company 375,GB,2023-09-06 00:00:00.000,active
ACC-00376,Company 376,GB,2022-12-01 00:00:00.000,active
ACC-00377,Company 377,GB,2023-01-13 00:00:00.000,trial
ACC-00378,Company 378,US,2022-04-24 00:00:00.000,active
ACC-00379,Company 379,GB,2022-02-06 00:00:00.000,trial
ACC-00380,Company 380,US,2022-06-18 00:00:00.000,active
ACC-00381,Company 381,GB,2023-10-30 00:00:00.000,active
ACC-00382,Company 382,AU,2022-10-09 00:00:00.000,trial
ACC-00383,Company 383,FR,2023-10-27 00:00:00.000,active
ACC-00384,Company 384,FR,2022-05-18 00:00:00.000,active
ACC-00385,Company 385,US,2022-03-14 00:00:00.000,active
ACC-00386,Company 386,FR,2022-06-14 00:00:00.000,cancelled
ACC-00387,Company 387,US,2023-01-20 00:00:00.000,active
ACC-00388,Company 388,AU,2023-09-14 00:00:00.000,active
ACC-00389,Company 389,GB,2022-04-06 00:00:00.000,active
ACC-00390,Company 390,AU,2023-09-25 00:00:00.000,active
ACC-00391,Company 391,US,2023-09-04 00:00:00.000,active
ACC-00392,Company 392,FR,2022-09-11 00:00:00.000,trial
ACC-00393,Company 393,AU,2022-08-21 00:00:00.000,active
ACC-00394,Company 394,AU,2022-10-12 00:00:00.000,active
ACC-00395,Company 395,DE,2023-10-11 00:00:00.000,active
ACC-00396,Company 396,GB,2023-04-30 00:00:00.000,active
ACC-00397,Company 397,AU,2022-09-20 00:00:00.000,active
ACC-00398,Company 398,AU,2022-12-29 00:00:00.000,active
ACC-00399,Company 399,US,2022-08-31 00:00:00.000,active
ACC-00400,Company 400,US,2023-01-16 00:00:00.000,active
ACC-00401,Company 401,FR,2022-09-23 00:00:00.000,active
ACC-00402,Company 402,GB,2022-12-28 00:00:00.000,active
ACC-00403,Company 403,US,2023-04-12 00:00:00.000,active
ACC-00404,Company 404,FR,2022-07-29 00:00:00.000,active
ACC-00405,Company 405,AU,2022-12-15 00:00:00.000,active
ACC-00406,Company 406,AU,2023-10-09 00:00:00.000,cancelled
ACC-00407,Company 407,GB,2023-07-22 00:00:00.000,active
ACC-00408,Company 408,FR,2023-11-14 00:00:00.000,active
ACC-00409,Company 409,GB,2022-06-06 00:00:00.000,active
ACC-00410,Company 410,US,2022-08-13 00:00:00.000,active
ACC-00411,Company 411,FR,2023-03-05 00:00:00.000,active
ACC-00412,Company 412,FR,2023-04-21 00:00:00.000,active
ACC-00413,Company 413,GB,2023-03-16 00:00:00.000,active
ACC-00414,Company 414,US,2023-06-10 00:00:00.000,active
ACC-00415,Company 415,DE,2023-11-19 00:00:00.000,active
ACC-00416,Company 416,DE,2022-04-04 00:00:00.000,trial
ACC-00417,Company 417,GB,2023-08-11 00:00:00.000,active
ACC-00418,Company 418,FR,2022-09-27 00:00:00.000,active
ACC-00419,Company 419,AU,2022-09-12 00:00:00.000,active
ACC-00420,Company 420,DE,2022-07-25 00:00:00.000,active
ACC-00421,Company 421,AU,2022-09-12 00:00:00.000,active
ACC-00422,Company 422,US,2023-06-18 00:00:00.000,active
ACC-00423,Company 423,GB,2022-11-19 00:00:00.000,trial
ACC-00424,Company 424,FR,2022-01-10 00:00:00.000,active
ACC-00425,Company 425,DE,2022-04-19 00:00:00.000,active
ACC-00426,Company 426,AU,2022-06-26 00:00:00.000,cancelled
ACC-00427,Company 427,AU,2022-03-20 00:00:00.000,active
ACC-00428,Company 428,AU,2022-09-09 00:00:00.000,active
ACC-00429,Company 429,AU,2023-03-30 00:00:00.000,active
ACC-00430,Company 430,AU,2022-01-23 00:00:00.000,active
ACC-00431,Company 431,AU,2022-03-08 00:00:00.000,active
ACC-00432,Company 432,AU,2022-04-23 00:00:00.000,cancelled
